,标题,地区,具体位置,类型,均价/平方米每元,室厅数,面积,标签,总价,对数均价/平方米每元,对数总价,对数面积
427,保利阅江台,海珠,广东省广州市海珠区玉菡路50号,在售,92000.0,4,173.5,"住宅,车位充足,人车分流,国央企,品牌房企",1600.0,11.429543856031177,7.3777589082278725,5.156177599386914
428,广州足球公园,番禺,谢村地铁站旁,待售,18339.0,3,109.0,"住宅,大型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
429,金侨岭南院,番禺,莲湖路1号,待售,18339.0,3,109.0,"住宅,小型社区,公交直达,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
430,越秀滨江樾,海珠,滨江西路256号,在售,90000.0,4,246.5,"住宅,车位充足,小型社区,国央企,品牌房企",2325.0,11.407564949312402,7.751475318021456,5.5073619934827445
431,江语上品苑,白云,广州市白云区广海路以北,在售,45000.0,3,195.0,"住宅,特价好房,车位充足,人车分流,国央企",1160.0,10.714417768752456,7.05617528410041,5.272999558563747
432,淘金山花园,增城,朱村街淘金山花园,待售,18339.0,3,109.0,"住宅,小型社区,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
433,旺村·知筑,黄埔,旺村西路旺村知筑,待售,18339.0,3,109.0,"住宅,小型社区,国央企,地铁沿线,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
434,华润置地天河润府,天河,广州天河奥体天河区·广园快速路·天河儿童公园旁,在售,60000.0,3,105.5,"住宅,车位充足,绿化率高,国央企,品牌房企",605.0,11.002099841204238,6.405228458030841,4.658710952916121
435,君熙府,越秀,解放中路392号,在售,85000.0,3,119.5,"住宅,车位充足,人车分流,近地铁,地铁沿线",1125.0,11.350406535472453,7.025538314638521,4.783316371371566
436,云瀚府,越秀,白云路29-31号,在售,100000.0,4,163.5,"住宅,车位充足,人车分流,品牌房企,近地铁",1675.0,11.512925464970229,7.423568444259167,5.096812990337308
437,佳兆业佳泽园,增城,荔城街增城大道钟岗地铁D出口附近,在售,18500.0,3,109.0,"底商,低单价,车位充足,人车分流,品牌房企",130.0,9.825526011066415,4.867534450455582,4.6913478822291435
438,保利水木芳华,增城,朱村大道西保利水木芳华,待售,25000.0,3,109.0,"底商,人车分流,小型社区,国央企,品牌房企",130.0,10.126631103850338,4.867534450455582,4.6913478822291435
439,铂玥明珠ONE,南沙,文字路铂玥明珠ONE,在售,14000.0,2,62.0,"商业类,车位充足,人车分流,品牌房企,近地铁",105.5,9.546812608597396,4.658710952916121,4.127134385045092
440,珠光小北御景,越秀,越秀北路,待售,18339.0,3,109.0,"住宅,小型社区,近地铁,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
441,中海浣花里,荔湾,浣花路中海浣花里,在售,46000.0,3,89.5,"住宅,人车分流,小型社区,国央企,品牌房企",407.5,10.736396675471232,6.010040932680917,4.4942386252808095
442,武汉城建·保利·花语和岸,荔湾,广东省广州市荔湾区花地街道涌岸街武汉城建·保利·花语和岸,在售,51000.0,4,114.0,"住宅,绿化率高,人车分流,品牌房企,近地铁",590.0,10.839580911706463,6.380122536899765,4.736198448394496
443,青云喜满园,从化,和鸣路青云喜满园,待售,18339.0,3,109.0,"住宅,车位充足,绿化率高,公交直达,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
444,朗悦时光里,花都,瑞云路朗悦时光里,待售,18339.0,3,109.0,"商业,人车分流,小型社区,近地铁,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
445,云星汇,白云,广云路云星汇,待售,18339.0,3,109.0,"商业类,小型社区,近地铁,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
446,保利琅誉,番禺,广东省广州市番禺区傍雁路98号,在售,33000.0,3,112.0,"住宅,车位充足,绿化率高,国央企,品牌房企",392.5,10.404262840448617,5.972536537222463,4.718498871295094
447,路劲美的隽樾府,番禺,广东省广州市番禺区东盛路50号,在售,38000.0,2,109.5,"住宅,低总价,车位充足,人车分流,品牌房企",415.0,10.545341438708522,6.028278520230698,4.695924549256556
448,明月豪庭,越秀,解放中路明月豪庭,在售,28000.0,1,87.0,"商业类,小型社区,近地铁,地铁沿线,小户型",315.5,10.239959789157341,5.754158681981267,4.465908118654584
449,中铁诺德·阅泷,白云,广花路430号,在售,18339.0,3,109.0,"底商,低总价,车位充足,大型社区,国央企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
450,保利和颂,荔湾,浣花路保利和颂,在售,46000.0,2,85.5,"住宅,低总价,人车分流,小型社区,国央企",419.5,10.736396675471232,6.0390635259072605,4.448516375942714
451,国贸云上,白云,白云-嘉禾望岗/松园路国贸云上,在售,50000.0,3,114.0,"住宅,绿化率高,人车分流,国央企,品牌房企",502.5,10.819778284410283,6.219595639933231,4.736198448394496
452,益乐邻里,白云,机场路益乐邻里,待售,18339.0,3,109.0,"住宅,小型社区,国央企,地铁沿线,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
453,琶洲One57,海珠,广东省广州市海珠区新港东路107号,在售,55000.0,2,50.5,"商业类,人车分流,小型社区,国央企,品牌房企",240.0,10.915088464214607,5.480638923341991,3.921973336281314
454,盛禾水悦城,白云,珠岗路盛禾水悦城,待售,18339.0,3,109.0,"商业类,小型社区,近地铁,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
455,嘉禧天和大厦,天河,广州市天河区黄村康体路,待售,18339.0,3,109.0,"商业类,人车分流,小型社区,近地铁,多轨交汇",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
456,广州城投湾区金融港,天河,广东省广州市天河区临江大道北,在售,18339.0,3,109.0,"商业类,人车分流,小型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
457,中金岭南鑫贸大厦,南沙,沙嘴东路中金岭南鑫贸大厦,待售,18339.0,3,109.0,"写字楼,小型社区,国央企,地铁沿线,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
458,星河智荟二期,南沙,新村街星河智荟二期,在售,18000.0,3,103.0,"住宅,低单价,低总价,绿化率高,人车分流",190.0,9.798127036878302,5.247024072160486,4.634728988229636
459,亿凯创智汇,白云,北太路亿凯创智汇,在售,14000.0,3,64.0,"商业类,优惠楼盘,低总价,小型社区,地铁沿线",90.0,9.546812608597396,4.499809670330265,4.1588830833596715
460,嘉裕华庭,番禺,繁华路170号,待售,18339.0,3,109.0,"住宅,车位充足,小型社区,地铁沿线,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
461,建发央玺,白云,石潭路444号,待售,18339.0,3,109.0,"商业类,大型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
462,建发明珠湾玺,南沙,凤凰大道建发明珠湾玺,在售,19500.0,3,109.0,"商业类,人车分流,封闭管理,国央企,品牌房企",70.0,9.878169744551839,4.2484952420493585,4.6913478822291435
463,建发明珠湾玺,南沙,凤凰大道建发明珠湾玺,在售,19500.0,0,54.0,"商业,低总价,人车分流,封闭管理,国央企",100.0,9.878169744551839,4.605170185988091,3.988984046564274
464,金海岸花园观海,番禺,广东省广州市番禺区金海岸大道87号,在售,50000.0,4,269.0,"住宅,绿化率高,大平层,动静分明,现房",1360.0,10.819778284410283,7.215239978730097,5.594711379601839
465,敏捷东樾府,增城,绿湖南路西南向,待售,18339.0,3,109.0,"商业,车位充足,人车分流,品牌房企,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
466,润悦,增城,广汕公路华润置地润悦,待售,18339.0,3,109.0,"商业,大型社区,国央企,品牌房企,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
467,珠光御景壹號,荔湾,黄沙大道15-17号,待售,18339.0,3,109.0,"商业,车位充足,大型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
468,中新知识城国际领军人才集聚区,黄埔,狮龙大道中（凤凰湖北岸）,待售,18339.0,3,109.0,"写字楼,大型社区,近地铁,地铁沿线,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
469,广州城投未来智都,白云,云康南路广州城投未来智都,待售,18339.0,3,109.0,"写字楼,小型社区,国央企,近地铁,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
470,奥园湾区智谷,南沙,纵三路奥园湾区智谷,待售,18339.0,3,109.0,"写字楼,小型社区,品牌房企,地铁沿线,公园",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
471,高新仕林苑,黄埔,广州黄埔长岭居萝岭路以东、长贤路以南,在售,35000.0,3,140.5,"住宅,车位充足,绿化率高,国央企,品牌房企",425.0,10.46310334047155,6.052089168924416,4.9452074887738
472,越秀白云星汇城,白云,14号线钟落潭地铁站旁,待售,18339.0,3,109.0,"商业,大型社区,国央企,品牌房企,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
473,金茂万科都会四季商铺,增城,新塘镇东江大道和沿江大道交汇处,待售,18339.0,3,109.0,"商业,车位充足,人车分流,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
474,国化广场,白云,广东省广州市白云区云城北二路116号,待售,18339.0,3,109.0,"商业类,车位充足,人车分流,近地铁,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
475,东基天河阳光,天河,大观街东基·天河阳光,待售,18339.0,3,109.0,"商业类,人车分流,小型社区,品牌房企,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
476,中海江泰里,海珠,广东省广州市海珠区江泰路46号,待售,18339.0,3,109.0,"商业,小型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
477,星河畔月湾,南沙,新广一路星河畔月湾,待售,18339.0,3,109.0,"商业,车位充足,大型社区,公交直达,公园",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
478,耀胜新世界广场,番禺,汉兴西路耀胜新世界广场,待售,18339.0,3,109.0,"商业,小型社区,品牌房企,近地铁,多轨交汇",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
479,万科黄埔新城,黄埔,广东省广州市黄埔区沙步大路12,待售,18339.0,3,109.0,"商业,车位充足,人车分流,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
480,中建凤榕台,增城,新时路中建凤榕台,待售,18339.0,3,109.0,"商业,小型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
481,IN PARK星贸中心,黄埔,映日路IN PARK星贸中心,待售,18339.0,3,109.0,"商业类,小型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
482,中建·星光城,白云,石沙路与朝阳联滘街交界处,待售,18339.0,3,109.0,"商业,小型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
483,嘉禧天和,天河,黄村康体路嘉禧天和,待售,18339.0,3,109.0,"商业类,小型社区,近地铁,多轨交汇,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
484,金祥大厦,荔湾,站前路193号,待售,18339.0,3,109.0,"商业,小型社区,近地铁,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
485,天鹅壹号,海珠,环岛路天鹅壹号,待售,18339.0,3,109.0,"商业类,小型社区,近地铁,多轨交汇,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
486,粤海·云港城,白云,云城西路粤海·云港城,在售,40000.0,2,99.0,"商业类,人车分流,大型社区,国央企,品牌房企",445.0,10.596634733096073,6.09807428216624,4.59511985013459
487,星河发展大厦,南沙,广东省广州市南沙区横沥镇星河发展大厦,待售,18339.0,3,109.0,"商业,车位充足,小型社区,品牌房企,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
488,迈谷·天河科融苑,天河,车陂西路迈谷科融苑,待售,18339.0,3,109.0,"商业类,小型社区,近地铁,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
489,银帝云珹天地,白云,云城东路银帝云珹天地,待售,18339.0,3,109.0,"写字楼,车位充足,人车分流,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
490,广州力合科创中心,白云,石门街道广州力合科创中心,待售,18339.0,3,109.0,"写字楼,小型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
491,城投天禧,天河,广州市天河区智慧城华观路与大观中路交界处(地铁21号线天河智慧城站B出口可达),在售,46000.0,3,123.0,"住宅,车位充足,绿化率高,国央企,品牌房企",695.0,10.736396675471232,6.543911845564792,4.812184355372417
492,建鑫荔棠雅苑,增城,广深大道中88号,在售,18339.0,3,109.0,"住宅,小型社区,地铁沿线,公交直达,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
493,新世界·天馥,荔湾,珠江桥南侧花卉研究所西侧,在售,41000.0,3,107.5,"住宅,低总价,人车分流,大型社区,品牌房企",472.5,10.621327345686444,6.158037746933797,4.677490847567717
494,黄埔创新中心,黄埔,丰乐北路雅居乐黄埔创新中心,待售,18339.0,3,109.0,"商业类,小型社区,地铁沿线,公交直达,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
495,建华广场,白云,云城东路555号,待售,18339.0,3,109.0,"商业类,品牌房企,近地铁,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
496,珠江国际创业中心,增城,新塘镇创想路8号,待售,18339.0,3,109.0,"商业类,国央企,品牌房企,公交直达,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
497,金茂万科都会四季,增城,新塘镇东江大道和沿江大道交汇处,待售,18339.0,3,109.0,"商业类,车位充足,人车分流,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
498,钧明欢乐世界,增城,镇永和誉山国际山语一街5号一层,待售,18339.0,3,109.0,"商业类,小型社区,品牌房企,公交直达,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
499,铂玥明珠ONE,南沙,文字路铂玥明珠ONE,待售,18339.0,3,109.0,"商业,小型社区,品牌房企,近地铁,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
500,朗悦时光里,花都,瑞云路朗悦时光里,待售,18339.0,3,109.0,"商业类,小型社区,近地铁,地铁沿线,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
501,鱼珠·星河里,黄埔,护林路2号（天河珠村东侧）,在售,18339.0,3,109.0,"商业类,小型社区,多轨交汇,地铁沿线,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
502,广开云汇科技金融中心,黄埔,科学大道广开云汇科技金融中心,在售,28000.0,1,81.5,"商业类,车位充足,人车分流,国央企,品牌房企",222.5,10.239959789157341,5.404927101606295,4.400603020246817
503,珠江科技创新园,海珠,新滘东路珠江科技创新园,待售,18339.0,3,109.0,"商业类,小型社区,品牌房企,地铁沿线,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
504,中海天幕湾,番禺,兴亚五路中海天幕湾,在售,36000.0,4,208.5,"住宅,车位充足,人车分流,国央企,品牌房企",850.0,10.491274217438246,6.745236349484362,5.339939041238856
505,云筑上品,白云,广东省广州市白云区鹤边细彭岭路4号,在售,45000.0,3,115.0,"住宅,车位充足,绿化率高,国央企,品牌房企",519.5,10.714417768752456,6.252866810539282,4.74493212836325
506,珠江铂世湾,番禺,江山帝景高尔夫东侧,待售,18339.0,3,109.0,"底商,车位充足,人车分流,品牌房企,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
507,首开保利.云湖壹号,白云,向西大道白云湖东门旁,在售,47000.0,1,30.0,"商业,低总价,车位充足,人车分流,国央企",140.0,10.757902880692196,4.941642422609304,3.4011973816621555
508,中建联投学府悦城,增城,增城大道318号,在售,28000.0,3,109.0,"底商,车位充足,人车分流,国央企,品牌房企",337.5,10.239959789157341,5.821565510312585,4.6913478822291435
509,五矿招商江天际,白云,广东省广州市白云区,在售,18339.0,3,109.0,"商业类,低总价,人车分流,大型社区,国央企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
510,晟云台,白云,广东省广州市白云区石湖新大路晟云台,在售,38000.0,3,109.0,"商业,低总价,车位充足,人车分流,地铁沿线",2200.0,10.545341438708522,7.696212639346407,4.6913478822291435
511,金地云上,增城,新新大道 118省道与新墩路交叉口西南220米,在售,20000.0,3,109.0,"商业,车位充足,人车分流,品牌房企,地铁沿线",95.0,9.903487552536127,4.553876891600541,4.6913478822291435
512,保利湖光悦色,海珠,华洲路保利湖光悦色,待售,18339.0,3,109.0,"商业,车位充足,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
513,东环万科中心,番禺,广州市番禺区东环街东星路90号,待售,18339.0,3,109.0,"商业类,小型社区,国央企,品牌房企,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
514,南国中心,番禺,广东省广州市番禺区南村镇里仁洞村冼庄工业园瑞华汽车城,待售,18339.0,3,109.0,"商业类,小型社区,公交直达,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
515,保利云境,白云,鹤联街保利云境,在售,36000.0,2,89.0,"住宅,低总价,绿化率高,人车分流,国央企",280.0,10.491274217438246,5.634789603169249,4.48863636973214
516,越秀·观樾,天河,黄村街道越秀观樾,在售,85000.0,4,195.0,"住宅,车位充足,绿化率高,国央企,置换改善",1675.0,11.350406535472453,7.423568444259167,5.272999558563747
517,海丝未来时区,黄埔,龙湖街道海丝未来时区,待售,18339.0,3,109.0,"商业类,小型社区,国央企,近地铁,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
518,星灿大厦,天河,大观街星灿大厦,待售,18339.0,3,109.0,"写字楼,小型社区,品牌房企,地铁沿线,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
519,ing未来印,天河,车陂街道未来印,待售,18339.0,3,109.0,"商业类,小型社区,品牌房企,近地铁,多轨交汇",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
520,时代天逸,南沙,黄阁地铁站A出口,待售,18339.0,3,109.0,"写字楼,车位充足,大型社区,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
521,星河·湾区壹号,南沙,金苑大街与金苑横街交叉口西,待售,18339.0,3,109.0,"商业,品牌房企,地铁沿线,公交直达,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
522,华宇·锦绣云赋,从化,从城大道风云岭段北侧,待售,18339.0,3,109.0,"商业,车位充足,人车分流,品牌房企,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
523,升龙·学府上城,黄埔,九龙大道,待售,18339.0,3,109.0,"商业,小型社区,品牌房企,近地铁,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
524,力迅·西关雅筑,荔湾,中山七路与康王北路交汇处,待售,18339.0,3,109.0,"商业,人车分流,小型社区,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
525,越秀珠实天悦海湾,南沙,南沙商贸大道天悦海湾,在售,10000.0,3,109.0,"商业,低单价,低总价,车位充足,人车分流",45.0,9.210340371976182,3.8066624897703196,4.6913478822291435
526,中鼎·君和名城珺合府,黄埔,丰乐北路68号,待售,18339.0,3,109.0,"商业,大型社区,近地铁,地铁沿线,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
527,富力富云山,白云,黄石西街23号,待售,18339.0,3,109.0,"商业,车位充足,大型社区,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
528,奥飞文创中心,黄埔,创新大道以西、凤湖二路以北,待售,18339.0,3,109.0,"商业,小型社区,地铁沿线,综合商场,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
529,星际云汇,黄埔,彩文路星际云汇,待售,18339.0,3,109.0,"商业,小型社区,国央企,近地铁,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
530,招商湾区1872,南沙,庆沙路招商湾区1872,待售,18339.0,3,109.0,"商业,车位充足,小型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
531,越秀中国铁建南投海语天悦湾,南沙,凤凰大道越秀中国铁建南投海语天悦湾,待售,18339.0,3,109.0,"商业,车位充足,人车分流,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
532,云裳峯尚,白云,白水塘中街云裳峯尚,待售,18339.0,3,109.0,"商业,小型社区,品牌房企,近地铁,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
533,卓越招商臻珑府,黄埔,龙头路卓越招商臻珑府,在售,18339.0,3,109.0,"商业,人车分流,小型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
534,中洲紫轩,黄埔,中山大道东中洲紫轩,待售,18339.0,3,109.0,"商业,小型社区,品牌房企,近地铁,多轨交汇",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
535,金地天河峯睿,天河,健明五路与广棠路交叉路口东北侧(国六宝肉菜市场南侧约100米),待售,18339.0,3,109.0,"商业,车位充足,小型社区,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
536,保利翔龙天汇,黄埔,广汕公路黄陂地铁站B出口(第一一七中学旁),待售,18339.0,3,109.0,"商业,车位充足,大型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
537,创基天璟,增城,增城-荔城中区/增城大道72号,待售,18339.0,3,109.0,"商业类,车位充足,人车分流,品牌房企,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
538,中建弘阳德信湾璟壹号,南沙,兴隆路(美的南沙工业园东南侧约250米),待售,18339.0,3,109.0,"商业,车位充足,小型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
539,天健天玺,黄埔,长岭街道岭头社区S379(永顺大道),待售,18339.0,3,109.0,"商业,国央企,品牌房企,地铁沿线,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
540,广州城投湾区金融港,天河,广东省广州市天河区临江大道北,待售,18339.0,3,109.0,"商业,小型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
541,凯德双桥新作,荔湾,裕福街凯德双桥新作,待售,18339.0,3,109.0,"商业,人车分流,小型社区,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
542,合景月养云来,增城,白石路合景月养云来,待售,18339.0,3,109.0,"商业类,小型社区,品牌房企,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
543,广州白云站TOD粤胜广场,白云,中国.广州白云站TOD,在售,30000.0,1,2439.0,"商业,低总价,车位充足,人车分流,国央企",7804.8,10.308952660644293,8.962494208021601,7.79934339821592
544,琶洲公馆,海珠,新港东路608号,待售,18339.0,3,109.0,"商业类,小型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
545,广州滨江上都,荔湾,芳村大道南广州滨江上都,待售,18339.0,3,109.0,"写字楼,大型社区,品牌房企,多轨交汇,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
546,大华城东瀚,增城,朱村大道东大华城东瀚,在售,26000.0,3,109.0,"商业,车位充足,人车分流,品牌房企,近地铁",337.5,10.165851817003619,5.821565510312585,4.6913478822291435
547,明月豪庭,越秀,解放中路明月豪庭,在售,28000.0,1,87.0,"写字楼,小型社区,近地铁,地铁沿线,小户型",315.5,10.239959789157341,5.754158681981267,4.465908118654584
548,新城市领院,天河,桃园西路新城市领院,在售,80000.0,3,109.0,"住宅,车位充足,绿化率高,高品质小区,品牌房企",1800.0,11.289781913656018,7.495541943884255,4.6913478822291435
549,晟云台,白云,石湖新大路晟云台,待售,18339.0,3,109.0,"写字楼,车位充足,小型社区,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
550,中国软件CBD,黄埔,护林路中国软件CBD,待售,18339.0,3,109.0,"商业类,小型社区,国央企,地铁沿线,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
551,中国铁建招商蛇口西派天河序,天河,广东省广州市天河区牛利岗北街168号,在售,85000.0,4,157.5,"住宅,车位充足,人车分流,国央企,品牌房企",1350.0,11.350406535472453,7.207859871432475,5.059425458265688
552,绿城·揽江印月,番禺,广州市番禺区沙头街道沙堤路700号汀岸花园,在售,18339.0,3,109.0,"住宅,小型社区,公交直达,超市,视频看房",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
553,珠江太古聚龙湾,荔湾,达江路珠江太古聚龙湾,待售,18339.0,3,109.0,"住宅,小型社区,近地铁,多轨交汇,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
554,保利琶洲四季,海珠,琶洲街道保利琶洲四季,在售,40000.0,3,117.0,"商业类,人车分流,封闭管理,国央企,品牌房企",445.0,10.596634733096073,6.09807428216624,4.762173934797756
555,学畔公馆,番禺,兴业大道学畔公馆,待售,18339.0,3,109.0,"商业类,小型社区,品牌房企,地铁沿线,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
556,中国铁建西派澜岸,南沙,长沙村西街中国铁建西派澜岸,待售,18339.0,3,109.0,"商业类,车位充足,人车分流,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
557,致景轩,海珠,广东省广州市海珠区华盛南路209号2层,在售,52000.0,2,94.0,"住宅,车位充足,人车分流,地铁沿线,公交直达",497.5,10.858998997563564,6.209595556598647,4.543294782270004
558,珺筑水岸,南沙,广州市南沙区灵心支线与万新大道交叉口西行500米,在售,17000.0,4,147.0,"住宅,低单价,低总价,车位充足,人车分流",247.5,9.740968623038352,5.511410582008745,4.990432586778736
559,珠江壹号,海珠,逸景路353号,待售,18339.0,3,109.0,"商业类,大型社区,多轨交汇,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
560,中海大境,海珠,新窖西路中海大境,在售,90000.0,3,197.5,"住宅,车位充足,绿化率高,国央企,品牌房企",1860.0,11.407564949312402,7.528331766707247,5.285738584341177
561,鸿成珠江玥,南沙,珠江路一巷1号,待售,18339.0,3,109.0,"商业类,小型社区,地铁沿线,公交直达,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
562,保利燕语堂悦,海珠,广东省广州市海珠区工业大道中313号,在售,60000.0,3,101.5,"住宅,车位充足,绿化率高,国央企,品牌房企",635.0,11.002099841204238,6.453624998892692,4.620058798481842
563,越秀天悦云啟,南沙,三沙公路越秀天悦云啟,待售,18339.0,3,109.0,"住宅,人车分流,小型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
564,能建天河麓誉府,天河,广州天河奥体广汕二路高塘石地铁站往东约700米,在售,46000.0,3,102.5,"住宅,车位充足,绿化率高,国央企,品牌房企",504.0,10.736396675471232,6.222576268071369,4.629862798578463
565,英广瑧尚,天河,先烈东横路英广瑧尚,待售,18339.0,3,109.0,"住宅,小型社区,近地铁,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
566,南沙开建·源筑新城,南沙,万新大道南沙开建·源筑新城,待售,18339.0,3,109.0,"住宅,小型社区,国央企,品牌房企,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
567,保利华创都荟天珺,天河,员村街道保利华创都荟天珺,在售,100000.0,4,205.0,"住宅,车位充足,绿化率高,国央企,品牌房企",2250.0,11.512925464970229,7.718685495198465,5.323009979138408
568,保利滨江和著,番禺,广东省广州市番禺区南村镇兴南大道368号,在售,39000.0,2,114.0,"住宅,低总价,车位充足,绿化率高,国央企",505.0,10.571316925111784,6.224558429275359,4.736198448394496
569,西派尊府,南沙,33号路西派尊府,待售,18339.0,3,109.0,"住宅,车位充足,人车分流,国央企,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
